AnPost_ID,PO_Name,Address1,Address2,Address3,Address4,Address5,Address6,Phone,Eircode,Town,County,PO_Class,Latitude,Longitude,Opening_Hours,Services_Offered
1621,Easkey,Easkey Post Office,Main Street,Easkey,Co. Sligo,,,096-49001,F26 EY27,Easkey,Co. Sligo,Automated Contract Office,54.2862741,-8.96080546,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union;Wild Atlantic Way Passport
1622,Edenderry,Edenderry Post Office,6/7 Jkl Street,Edenderry,Co. Offaly,,,046-9731327,R45 K293,Edenderry,Co. Offaly,Automated Contract Office,53.34174949,-7.05446292,Mon 9:00 - 5:30; Tue 9:00 - 5:30; Wed 9:00 - 5:30; Thu 9:00 - 5:30; Fri 9:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;ForeignExchange;Garda Fines;Gift Cards;International Courier Service;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Postmobile Prepay;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1610,Edenmore,Edenmore Post Office,Edenmore Shopping Centre,Edenmore Park,Dublin 5,,,01-8482653,D05 VX62,Dublin 5,Co. Dublin,Automated Contract Office,53.38850053,-6.18298641,Mon 9:00 - 5:30; Tue 9:00 - 5:30; Wed 9:00 - 5:30; Thu 9:00 - 5:30; Fri 9:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;ForeignExchange;Garda Fines;Gift Cards;International Courier Service;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Postmobile Prepay;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1623,Edgeworthstown,Edgeworthstown Post Office,Main Street,Edgeworthstown,Co. Longford,,,043-6671100,N39 X6K1,Edgeworthstown,Co. Longford,Automated Contract Office,53.69645774,-7.60901177,Mon 9:00 - 5:30; Tue 9:00 - 5:30; Wed 9:00 - 5:30; Thu 9:00 - 5:30; Fri 9:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cheque Acceptance;Western Union
1624,Edward St.; Limerick,Edward Street Post Office,295 Hyde Road,Limerick,,,,061-414827,V94 K8V0,Limerick,Co. Limerick,Automated Contract Office,52.65838545,-8.62494203,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;ForeignExchange;Garda Fines;Gift Cards;International Courier Service;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1626,Elphin,Elphin Post Office,Main Street,Elphin,Co. Roscommon,,,071-9635001,F45 F820,Elphin,Co. Roscommon,Automated Contract Office,53.84560391,-8.19167107,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1629,Emly,Emly Post Office,Main Street,Emly,Co. Tipperary,,,062-57151,E34 A290,Emly,Co. Tipperary,Automated Contract Office,52.46354976,-8.3508208,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1630,Emyvale,Emyvale Post Office,Main Street,Emyvale,Co. Monaghan,,,047-87200,H18 D278,Emyvale,Co. Monaghan,Automated Contract Office,54.34092561,-6.95952336,Mon 9:00 - 5:30; Tue 9:00 - 5:30; Wed 9:00 - 5:30; Thu 9:00 - 5:30; Fri 9:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;Danske Bank Cheque Acceptance;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1631,Enfield,Enfield Post Office,Enfield,Co. Meath,,,,046-9541001,A83 PW74,Enfield,Co. Meath,Automated Contract Office,53.41411062,-6.82786382,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;Danske Bank Cheque Acceptance;DSFA Payments;Express Post;Garda Fines;Gift Cards;International Courier Service;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cheque Acceptance;Western Union
1632,Ennis,Ennis Post Office,Bank Place,Ennis,Co. Clare,,,065-6821713,V95 FX00,Ennis,Co. Clare,Automated Company Office,52.84496329,-8.98474183,Mon 9:00 - 5:30; Tue 9:30 - 5:30; Wed 9:00 - 5:30; Thu 9:00 - 5:30; Fri 9:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;Danske Bank Cheque Acceptance;DSFA Payments;Express Post;ForeignExchange;Garda Fines;Gift Cards;International Courier Service;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Postmobile Prepay;Registered Post;Savings and Investment Products;Stamp Collecting;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union;Wild Atlantic Way Passport
1633,Enniscorthy,Enniscorthy Post Office,Mill Park Road,Enniscorthy,Co. Wexford,,,053-9233565,Y21 EV22,Enniscorthy,Co. Wexford,Automated Company Office,52.50076908,-6.56672402,Mon 9:00 - 5:30; Tue 9:30 - 5:30; Wed 9:00 - 5:30; Thu 9:00 - 5:30; Fri 9:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;Danske Bank Cheque Acceptance;DSFA Payments;Express Post;ForeignExchange;Garda Fines;Gift Cards;International Courier Service;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Postmobile Prepay;Registered Post;Savings and Investment Products;Stamp Collecting;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1634,Enniskean,Enniskeane Post Office,Main Street,Enniskeane,Co. Cork,,,023-8847198,P47 PK27,Enniskeane,Co. Cork,Automated Contract Office,51.73779114,-8.93193191,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1635,Enniskerry,Enniskerry Post Office,Kilgarron Park,Enniskerry,Co. Wicklow,,,01-286 2561,A98 KP99,Enniskerry,Co. Wicklow,Automated Contract Office,53.19263173,-6.18267238,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1636,Ennistymon,Ennistymon Post Office,Main Street,Ennistymon,Co. Clare,,,065-7071001,V95 WY6H,Ennistimon,Co. Clare,Automated Contract Office,52.94029692,-9.2932694,Mon 9:00 - 5:30; Tue 9:00 - 5:30; Wed 9:00 - 5:30; Thu 9:00 - 5:30; Fri 9:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;ForeignExchange;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Postmobile Prepay;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cheque Acceptance;Western Union
6122,Errill,Errill Post Office,Errill,Co. Laois,,,,0505-44101,R32 HR44,Errill,Co. Laois,Automated Contract Office,52.85988628,-7.67703941,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1637,Eyeries,Eyeries Post Office,Cluain Carraigeach,Eyeries,Co. Cork,,,027-74001,P75 CP03,Eyeries,Co. Cork,Automated Contract Office,51.69474975,-9.95671967,Mon 8:30 - 6:00; Tue 8:30 - 6:00; Wed 8:30 - 7:00; Thu 8:30 - 6:30; Fri 8:30 - 6:30; Sat 8:30 - 4:30,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union;Wild Atlantic Way Passport
1638,Eyrecourt,Eyrecourt Post Office,Main Street,Eyrecourt,Co. Galway,,,090-9675131,H53 PK77,Eyrecourt,Co. Galway,Automated Contract Office,53.1996093,-8.13118738,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1639,Fairhill,Fairhill Post Office,4 Inniscarra Road,Fairhill,Cork,,,021-4305545,T23 YP03,Cork,Co. Cork,Automated Contract Office,51.90895238,-8.48481857,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;ForeignExchange;Garda Fines;Gift Cards;International Courier Service;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
2956,Fairhill; Killarney,Fairhill Post Office,The Courtyard,Fair Hill,Killarney,Co. Kerry,,064-6639220,V93 WR89,Killarney,Co. Kerry,Automated Contract Office,52.06025548,-9.5052852,Mon 9:00 - 5:30; Tue 9:00 - 5:30; Wed 9:00 - 5:30; Thu 9:00 - 5:30; Fri 9:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;AIB Cheque Acceptance;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;International Courier Service;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1650,Fairymount,Fairymount Post Office,Fairymount,Co. Roscommon,,,,094-9870241,F45 KV21,Frenchpark,Co. Roscommon,Automated Contract Office,53.83585819,-8.48727448,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00 2:00 - 5:30,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1701,Falcarragh,Falcarragh Post Office,Falcarragh,Co. Donegal,,,,074-9135110,F92 C867,Falcarragh,Co. Donegal,Automated Contract Office,55.13590486,-8.10725926,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1703,Farranfore,Farranfore Post Office,Farranfore,Co. Kerry,,,,066-9764110,V93 W578,Farranfore,Co. Kerry,Automated Contract Office,52.17206159,-9.550205,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1734,Farranree,Farranree Post Office,12 Popham's Road,Farranree,Cork,,,021-4393844,T23 EF29,Cork,Co. Cork,Automated Contract Office,51.91485693,-8.47934484,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;ForeignExchange;Garda Fines;Gift Cards;International Courier Service;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1704,Faussagh Ave,Faussagh Avenue Post Office,72 Faussagh Avenue,Dublin 7,,,,01-8384542,D07 YH59,Dublin 7,Co. Dublin,Automated Contract Office,53.36745664,-6.29922059,Mon 9:00 - 5:30; Tue 9:30 - 5:30; Wed 9:00 - 5:30; Thu 9:00 - 5:30; Fri 9:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;ForeignExchange;Garda Fines;Gift Cards;International Courier Service;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Postmobile Prepay;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1705,Feakle,Feakle Post Office,Feakle East,Feakle,Co. Clare,,,061-924001,V94 V4H5,Feakle,Co. Clare,Automated Contract Office,52.93001132,-8.63918812,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1707,Feenagh,Feenagh Post Office,Feenagh,Kilmallock,Co. Limerick,,,063-85001,V35 F765,Kilmallock,Co. Limerick,Automated Contract Office,52.38942324,-8.87700786,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1708,Fenagh,Fenagh Post Office,Fenagh,Co. Carlow,,,,059-9727151,R21 D611,Fenagh,Co. Carlow,Automated Contract Office,52.71058118,-6.84966931,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1710,Ferbane,Ferbane Post Office,Main Street,Ferbane,Co. Offaly,,,090-6454301,R42 HN88,Ferbane,Co. Offaly,Automated Contract Office,53.27245541,-7.82790705,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;AIB Cheque Acceptance;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cheque Acceptance;Western Union
1711,Fermoy,Fermoy Post Office,34/36 Mccurtain Street,Fermoy,Co. Cork,,,025-31939,P61 EK11,Fermoy,Co. Cork,Automated Contract Office,52.13790503,-8.27713377,Mon 9:00 - 5:30; Tue 9:30 - 5:30; Wed 9:00 - 5:30; Thu 9:00 - 5:30; Fri 9:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;Danske Bank Cheque Acceptance;DSFA Payments;Express Post;ForeignExchange;Garda Fines;Gift Cards;International Courier Service;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1712,Ferns,Ferns Post Office,Upper Main Street,Ferns,Co. Wexford,,,053-9366351,Y21 EK66,Ferns,Co. Wexford,Automated Contract Office,52.59123189,-6.49927891,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1713,Ferrybank,Ferrybank Post Office,Ross Road,Ferrybank,Waterford,,,051-832040,X91 E443,Waterford,Co. Waterford,Automated Contract Office,52.26752062,-7.09987181,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;AIB Cheque Acceptance;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1714,Fethard Clonmel,Fethard Post Office,Main Street,Fethard,Co. Tipperary,,,052-6131217,E91 T0H3,Fethard,Co. Tipperary,Automated Contract Office,52.46595596,-7.69592281,Mon 9:00 - 12:30 1:30 - 5:30; Tue 9:00 - 12:30 1:30 - 5:30; Wed 9:00 - 12:30 1:30 - 5:30; Thu 9:00 - 12:30 1:30 - 5:30; Fri 9:00 - 12:30 1:30 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;Danske Bank Cheque Acceptance;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1715,Fethard New Ross,Fethard On Sea Post Office,Fethard-On-Sea,Co. Wexford,,,,051-397101,Y34 YW01,Fethard-On-Sea,Co. Wexford,Automated Contract Office,52.19205421,-6.84043538,Mon 9:00 - 1:00 2:00 - 5:30; Tue 9:00 - 1:00 2:00 - 5:30; Wed 9:00 - 1:00 2:00 - 5:30; Thu 9:00 - 1:00 2:00 - 5:30; Fri 9:00 - 1:00 2:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;DSFA Payments;Express Post;Garda Fines;Gift Cards;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
1718,Finglas,Finglas Post Office,Finglas Main Shopping Centre,Main Street,Dublin 11,,,01-8346962,D11 V620,Dublin 11,Co. Dublin,Automated Contract Office,53.3891666,-6.29773789,Mon 9:00 - 5:30; Tue 9:00 - 5:30; Wed 9:00 - 5:30; Thu 9:00 - 5:30; Fri 9:00 - 5:30; Sat 9:00 - 1:00,AIB Banking Services;BillPay;Business Banking;Courier Post;Danske Bank Cash Lodgements;Danske Bank Cheque Acceptance;DSFA Payments;Express Post;Garda Fines;Gift Cards;International Courier Service;Mobile Phone Top Up;Passport Express;Post Insurance Products;Post Office Savings Bank;Postal Money Orders;PostFX Currency Card;Postmobile Prepay;Registered Post;Savings and Investment Products;Stamps;Standard Post;Top Up Tolltag;TV and Dog Licences;Ulster Bank Cash Lodgements;Western Union
